"File","Line","Pattern","Code"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","48","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","49","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","88","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","109","throw new","throw new ArgumentOutOfRangeException(nameof(payload), $""Frame too large: {totalLen}"");"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","132","throw new","throw new ArgumentOutOfRangeException(nameof(payload));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","206","throw new","throw new SocketException((int)SocketError.ConnectionReset);"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","223","throw new","throw new SocketException((int)SocketError.ConnectionReset);"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","52","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","53","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","54","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","55","throw new","_onMessageReceived = onMessageReceived ?? throw new ArgumentNullException(nameof(onMessageReceived));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","57","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","100","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","118","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameReader.cs","181","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","37","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","38","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","39","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","40","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","69","throw new","throw new NetworkException("
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","81","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","98","throw new","Socket? socket = _getSocket() ?? throw new NetworkException(""Cannot send: UDP socket is null."");"
"Nalix.SDK\Transport\Internal\Udp\UdpFrameSender.cs","106","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","40","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","41","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","42","throw new","_webSocketOptions = webSocketOptions ?? throw new ArgumentNullException(nameof(webSocketOptions));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","43","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","44","throw new","_onMessage = onMessage ?? throw new ArgumentNullException(nameof(onMessage));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","45","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","71","throw new","throw new InvalidOperationException("
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","89","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","114","throw new","throw new InvalidOperationException("
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","134","throw new","throw new InvalidOperationException("
"Nalix.SDK\Transport\Internal\Ws\WsFrameReader.cs","182","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","32","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","33","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","34","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","35","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","76","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","106","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Ws\WsFrameSender.cs","131","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
